asset,type,hourly_volume_usd,daily_volume_usd,mid_price,hourly_base_volume,avg_price,num_trades,user_buy_volume,user_sell_volume
@282,spot,0,0.0,339.075,0,0,0,0,0
@283,spot,0,15214.12109,1.27715,0,0,0,0,0
@284,spot,0,21.764,269.22,0,0,0,0,0
@285,spot,0,311.50214,648.155,0,0,0,0,0
@286,spot,0,65.733059,0.19165,0,0,0,0,0
@287,spot,0,0.0,90.9725,0,0,0,0,0
@288,spot,0,1859725.8101290003,324.53,0,0,0,0,0
@289,spot,0,0.0,0.0,0,0,0,0,0
@29,spot,0,0.0,0.024557,0,0,0,0,0
@290,spot,0,6385.7099478,3.2e-05,0,0,0,0,0
@292,spot,0,0.0,1.4368,0,0,0,0,0
@293,spot,0,5637.560019,438.975,0,0,0,0,0
@294,spot,0,5079.7137,631.26,0,0,0,0,0
@295,spot,0,8584.74975287,0.003533,0,0,0,0,0
@296,spot,0,0.0,709.08,0,0,0,0,0
@297,spot,0,0.0,247.405,0,0,0,0,0
@299,spot,0,0.0,0.00296,0,0,0,0,0
@3,spot,0,0.0,0.00544449,0,0,0,0,0
@30,spot,0,0.0,0.000371,0,0,0,0,0
@300,spot,0,8578.46104,0.11357,0,0,0,0,0
@301,spot,0,0.0,0.060775,0,0,0,0,0
@302,spot,0,40902.6232787,0.009166,0,0,0,0,0
@303,spot,0,40.952872,0.022475,0,0,0,0,0
@304,spot,0,67632.26845807,0.056101,0,0,0,0,0
@305,spot,0,0.0,678.065,0,0,0,0,0
@306,spot,0,21.003202,646.175,0,0,0,0,0
@307,spot,0,0.0,412.315,0,0,0,0,0
@308,spot,0,0.0,0.707065,0,0,0,0,0
@309,spot,0,0.0,0.0,0,0,0,0,0
@31,spot,0,0.0,1.8e-05,0,0,0,0,0
@32,spot,0,0.0,9.28e-06,0,0,0,0,0
@33,spot,0,0.0,6.9e-07,0,0,0,0,0
@34,spot,0,0.0,0.002318,0,0,0,0,0
@35,spot,75.34077768,2599.82306142,0.039379,1910.36,0.039438,3,0,0
@36,spot,0,0.0,0.001606,0,0,0,0,0
@37,spot,0,0.0,8.124e-05,0,0,0,0,0
@38,spot,0,0.0,0.0009097,0,0,0,0,0
@39,spot,0,0.0,0.000285,0,0,0,0,0
@4,spot,10.4376,20108.2589,2.6094,4.0,2.6094,1,0,0
@40,spot,0,0.0,0.00047543,0,0,0,0,0
@41,spot,0,0.0,0.0064797,0,0,0,0,0
@42,spot,0,0.0,0.001979,0,0,0,0,0
@43,spot,0,0.0,4.2e-05,0,0,0,0,0
@44,spot,0,0.0,0.00053997,0,0,0,0,0
@45,spot,0,0.0,0.00010838,0,0,0,0,0
@46,spot,0,0.0,0.000195,0,0,0,0,0
@47,spot,0,0.0,0.00625,0,0,0,0,0
@48,spot,0,0.0,0.00032759,0,0,0,0,0
@49,spot,0,0.0,0.000621,0,0,0,0,0
@5,spot,0,0.0,0.679745,0,0,0,0,0
@50,spot,0,49.3888634,0.0270815,0,0,0,0,0
@51,spot,0,5302.8506646,0.420395,0,0,0,0,0
@52,spot,0,0.0,0.026876,0,0,0,0,0
@53,spot,0,0.0,0.00024,0,0,0,0,0
@54,spot,0,10.9999911,0.032678,0,0,0,0,0
@55,spot,0,0.0,0.021822,0,0,0,0,0
@56,spot,0,0.0,0.041277,0,0,0,0,0
@57,spot,0,0.0,0.057698,0,0,0,0,0
@58,spot,0,0.0,0.042048,0,0,0,0,0
@59,spot,0,582.7020166,0.772185,0,0,0,0,0
@6,spot,0,8.5592072,9.4e-05,0,0,0,0,0
@60,spot,0,0.0,0.036641,0,0,0,0,0
@61,spot,0,0.0,0.001048,0,0,0,0,0
@62,spot,0,0.0,0.042174,0,0,0,0,0
@63,spot,0,0.0,0.04914,0,0,0,0,0
@64,spot,0,0.0,0.071663,0,0,0,0,0
@65,spot,0,68.7302876,0.055229,0,0,0,0,0
@66,spot,0,0.0,0.000216,0,0,0,0,0
@67,spot,0,0.0,0.046561,0,0,0,0,0
@68,spot,0,0.0,0.117215,0,0,0,0,0
@69,spot,0,0.0,0.417275,0,0,0,0,0
@7,spot,0,0.0,1.451e-05,0,0,0,0,0
@70,spot,0,0.0,0.018845,0,0,0,0,0
@72,spot,0,0.0,0.0,0,0,0,0,0
@73,spot,0,729.630277,1.5559,0,0,0,0,0
@74,spot,0,0.0,0.062815,0,0,0,0,0
@75,spot,0,0.0,9.65e-05,0,0,0,0,0
@76,spot,0,0.0,0.150315,0,0,0,0,0
@77,spot,0,0.0,0.01356,0,0,0,0,0
@78,spot,0,0.0,0.005124,0,0,0,0,0
@79,spot,0,0.0,0.19346,0,0,0,0,0
@8,spot,0,186.5261107,0.00382,0,0,0,0,0
@80,spot,0,0.0,0.066832,0,0,0,0,0
@81,spot,0,0.0,0.0002897,0,0,0,0,0
@82,spot,0,0.0,6.236e-05,0,0,0,0,0
@83,spot,0,0.0,0.03645,0,0,0,0,0
@84,spot,0,0.0,0.033938,0,0,0,0,0
@85,spot,0,0.00082761,0.08288,0,0,0,0,0
@86,spot,0,4290.74783,2.7642,0,0,0,0,0
@87,spot,0,0.0,0.043719,0,0,0,0,0
@88,spot,0,1.15998534,0.057028,0,0,0,0,0
@89,spot,0,0.0,7.939e-05,0,0,0,0,0
@9,spot,0,42.17202825,0.000461,0,0,0,0,0
@90,spot,0,0.46136798,0.098915,0,0,0,0,0
@91,spot,0,0.0,0.010295,0,0,0,0,0
@92,spot,0,0.0,0.010673,0,0,0,0,0
@93,spot,0,0.0,0.130685,0,0,0,0,0
@94,spot,0,0.0,3.22e-05,0,0,0,0,0
@95,spot,0,0.0,0.1164,0,0,0,0,0
@96,spot,0,0.0,0.000249,0,0,0,0,0
@97,spot,0,0.0,0.01991,0,0,0,0,0
@99,spot,0,0.0,0.12066,0,0,0,0,0
PURR/USDC,spot,0,216335.384065,0.0806615,0,0,0,0,0
